game_id,period,teamTricode,period_points,possessions,major_runs,run_points,pts_per_poss,game_control_index
S2324-G0721,3,ORL,26.0,24,0,95.0,1.04,0.719
S2324-G0721,4,MIA,25.0,19,0,121.0,1.25,0.871
S2324-G0721,4,ORL,20.0,22,0,95.0,0.8695652173913043,0.6167391304347826
S2324-G0722,1,MEM,24.0,22,0,113.0,1.0434782608695652,0.7390869565217391
S2324-G0722,1,NYK,33.0,24,0,123.0,1.32,0.915
S2324-G0722,2,MEM,22.0,24,0,113.0,0.88,0.641
S2324-G0722,2,NYK,37.0,27,0,123.0,1.3214285714285714,0.9158571428571428
S2324-G0722,3,MEM,28.0,22,0,113.0,1.2173913043478262,0.8434347826086956
S2324-G0722,3,NYK,27.0,21,0,123.0,1.2272727272727273,0.8593636363636363
S2324-G0722,4,MEM,39.0,23,0,113.0,1.625,1.088
S2324-G0722,4,NYK,26.0,25,0,123.0,1.0,0.723
S2324-G0723,1,CHI,22.0,27,0,129.0,0.7857142857142857,0.6004285714285714
S2324-G0723,1,MIN,33.0,24,0,123.0,1.32,0.915
S2324-G0723,2,CHI,25.0,24,0,129.0,1.0,0.729
S2324-G0723,2,MIN,36.0,25,0,123.0,1.3846153846153846,0.9537692307692307
S2324-G0723,3,CHI,36.0,19,0,129.0,1.8,1.209
S2324-G0723,3,MIN,23.0,18,0,123.0,1.2105263157894737,0.8493157894736841
S2324-G0723,4,CHI,32.0,20,0,129.0,1.5238095238095237,1.0432857142857141
S2324-G0723,4,MIN,23.0,20,0,123.0,1.0952380952380953,0.7801428571428571
S2324-G0723,5,CHI,14.0,9,0,129.0,1.4,0.969
S2324-G0723,5,MIN,8.0,9,0,123.0,0.8,0.603
S2324-G0724,1,OKC,33.0,25,0,117.0,1.2692307692307692,0.8785384615384615
S2324-G0724,1,UTA,28.0,25,0,124.0,1.0769230769230769,0.7701538461538461
S2324-G0724,2,OKC,35.0,28,0,117.0,1.206896551724138,0.8411379310344828
S2324-G0724,2,UTA,33.0,27,0,124.0,1.1785714285714286,0.8311428571428572
S2324-G0724,3,OKC,24.0,22,0,117.0,1.0434782608695652,0.7430869565217391
S2324-G0724,3,UTA,35.0,24,0,124.0,1.4,0.964
S2324-G0724,4,OKC,25.0,23,0,117.0,1.0416666666666667,0.742
S2324-G0724,4,UTA,28.0,23,0,124.0,1.1666666666666667,0.8240000000000001
S2324-G0725,1,MIL,23.0,20,0,106.0,1.0952380952380953,0.7631428571428571
S2324-G0725,1,PHX,22.0,19,0,114.0,1.1,0.774
S2324-G0725,2,MIL,26.0,24,0,106.0,1.04,0.73
S2324-G0725,2,PHX,26.0,27,0,114.0,0.9285714285714286,0.6711428571428572
S2324-G0725,3,MIL,24.0,26,0,106.0,0.8888888888888888,0.6393333333333333
S2324-G0725,3,PHX,31.0,23,0,114.0,1.2916666666666667,0.889
S2324-G0725,4,MIL,33.0,30,0,106.0,1.064516129032258,0.7447096774193548
S2324-G0725,4,PHX,35.0,26,0,114.0,1.2962962962962963,0.8917777777777778
S2324-G0726,1,CHA,36.0,23,0,117.0,1.5,1.017
S2324-G0726,1,TOR,27.0,20,0,123.0,1.2857142857142858,0.8944285714285715
S2324-G0726,2,CHA,24.0,19,0,117.0,1.2,0.837
S2324-G0726,2,TOR,27.0,19,0,123.0,1.35,0.933
S2324-G0726,3,CHA,37.0,30,0,117.0,1.1935483870967742,0.8331290322580646
S2324-G0726,3,TOR,37.0,31,0,123.0,1.15625,0.81675
S2324-G0726,4,CHA,20.0,21,0,117.0,0.9090909090909091,0.6624545454545454
S2324-G0726,4,TOR,32.0,20,0,123.0,1.5238095238095237,1.0372857142857141
S2324-G0727,1,GSW,15.0,23,0,127.0,0.625,0.502
S2324-G0727,1,PHI,22.0,22,0,104.0,0.9565217391304348,0.6779130434782609
S2324-G0727,2,GSW,33.0,26,0,127.0,1.2222222222222223,0.8603333333333334
S2324-G0727,2,PHI,23.0,25,0,104.0,0.8846153846153846,0.6347692307692308
S2324-G0727,3,GSW,43.0,22,0,127.0,1.8695652173913044,1.2487391304347826
S2324-G0727,3,PHI,23.0,24,0,104.0,0.92,0.656
S2324-G0727,4,GSW,36.0,28,0,127.0,1.2413793103448276,0.8718275862068966
S2324-G0727,4,PHI,36.0,25,0,104.0,1.3846153846153846,0.9347692307692307
S2324-G0728,1,CLE,27.0,24,0,114.0,1.08,0.762
S2324-G0728,1,WAS,27.0,23,0,106.0,1.125,0.7809999999999999
S2324-G0728,2,CLE,30.0,25,0,114.0,1.1538461538461537,0.8063076923076922
S2324-G0728,2,WAS,30.0,23,0,106.0,1.25,0.856
S2324-G0728,3,CLE,23.0,23,0,114.0,0.9583333333333334,0.689
S2324-G0728,3,WAS,22.0,24,0,106.0,0.88,0.634
S2324-G0728,4,CLE,34.0,24,0,114.0,1.36,0.93
S2324-G0728,4,WAS,27.0,25,0,106.0,1.0384615384615385,0.7290769230769231
S2324-G0729,1,ATL,37.0,26,0,117.0,1.3703703703703705,0.9392222222222223
S2324-G0729,1,BOS,35.0,27,0,125.0,1.25,0.875
S2324-G0729,2,ATL,30.0,25,0,117.0,1.1538461538461537,0.8093076923076922
S2324-G0729,2,BOS,36.0,24,0,125.0,1.44,0.989
S2324-G0729,3,ATL,23.0,27,0,117.0,0.8214285714285714,0.6098571428571429
S2324-G0729,3,BOS,24.0,23,0,125.0,1.0,0.725
S2324-G0729,4,ATL,27.0,24,0,117.0,1.08,0.765
S2324-G0729,4,BOS,30.0,22,0,125.0,1.3043478260869565,0.907608695652174
S2324-G0730,1,MIA,32.0,27,0,116.0,1.1428571428571428,0.8017142857142856
S2324-G0730,1,SAS,31.0,27,0,104.0,1.1071428571428572,0.7682857142857142
S2324-G0730,2,MIA,21.0,20,0,116.0,1.0,0.716
S2324-G0730,2,SAS,20.0,22,0,104.0,0.8695652173913043,0.6257391304347826
S2324-G0730,3,MIA,25.0,23,0,116.0,1.0416666666666667,0.741
S2324-G0730,3,SAS,26.0,24,0,104.0,1.04,0.728
S2324-G0730,4,MIA,38.0,24,0,116.0,1.52,1.028
S2324-G0730,4,SAS,27.0,24,0,104.0,1.08,0.752
S2324-G0731,1,LAC,19.0,27,0,106.0,0.6785714285714286,0.5131428571428571
S2324-G0731,1,NOP,36.0,27,0,117.0,1.2857142857142858,0.8884285714285715
S2324-G0731,2,LAC,28.0,21,0,106.0,1.2727272727272727,0.8696363636363635
S2324-G0731,2,NOP,19.0,20,0,117.0,0.9047619047619048,0.6598571428571428
S2324-G0731,3,LAC,22.0,21,0,106.0,1.0,0.706
S2324-G0731,3,NOP,24.0,23,0,117.0,1.0,0.717
S2324-G0731,4,LAC,37.0,24,0,106.0,1.48,0.994
S2324-G0731,4,NOP,38.0,29,0,117.0,1.2666666666666666,0.8769999999999999
S2324-G0732,1,DET,31.0,26,0,133.0,1.1481481481481481,0.8218888888888889
S2324-G0732,1,SAC,36.0,26,0,120.0,1.3333333333333333,0.9199999999999999
S2324-G0732,2,DET,39.0,21,0,133.0,1.7727272727272727,1.1966363636363635
S2324-G0732,2,SAC,27.0,17,0,120.0,1.5,1.02
S2324-G0732,3,DET,27.0,19,0,133.0,1.35,0.9430000000000001
S2324-G0732,3,SAC,36.0,23,0,120.0,1.5,1.02
S2324-G0732,4,DET,36.0,18,0,133.0,1.894736842105263,1.2698421052631579
S2324-G0732,4,SAC,21.0,21,0,120.0,0.9545454545454546,0.6927272727272727
S2324-G0733,1,GSW,45.0,27,0,131.0,1.6071428571428572,1.0952857142857142
S2324-G0733,1,IND,34.0,28,0,109.0,1.1724137931034482,0.8124482758620689
S2324-G0733,2,GSW,25.0,26,0,131.0,0.9259259259259259,0.6865555555555556
S2324-G0733,2,IND,24.0,22,0,109.0,1.0434782608695652,0.735086956521739
S2324-G0733,3,GSW,25.0,22,0,131.0,1.0869565217391304,0.7831739130434782
S2324-G0733,3,IND,18.0,21,0,109.0,0.8181818181818182,0.599909090909091
S2324-G0733,4,GSW,36.0,28,0,131.0,1.2413793103448276,0.8758275862068966
S2324-G0733,4,IND,33.0,26,0,109.0,1.2222222222222223,0.8423333333333334
S2324-G0734,1,ORL,23.0,19,0,127.0,1.15,0.817
S2324-G0734,1,SAS,20.0,18,0,111.0,1.0526315789473684,0.742578947368421
S2324-G0734,2,ORL,38.0,26,0,127.0,1.4074074074074074,0.9714444444444444
S2324-G0734,2,SAS,24.0,23,0,111.0,1.0,0.711
S2324-G0734,3,ORL,37.0,26,0,127.0,1.3703703703703705,0.9492222222222223
S2324-G0734,3,SAS,41.0,25,0,111.0,1.5769230769230769,1.057153846153846
S2324-G0734,4,ORL,29.0,27,0,127.0,1.0357142857142858,0.7484285714285714
S2324-G0734,4,SAS,26.0,27,0,111.0,0.9285714285714286,0.6681428571428571
S2324-G0735,1,BKN,21.0,24,0,95.0,0.84,0.599
S2324-G0735,1,CLE,32.0,23,0,118.0,1.3333333333333333,0.9179999999999999
S2324-G0735,2,BKN,30.0,26,0,95.0,1.1111111111111112,0.7616666666666666
S2324-G0735,2,CLE,27.0,22,0,118.0,1.173913043478261,0.8223478260869566
S2324-G0735,3,BKN,18.0,23,0,95.0,0.75,0.5449999999999999
S2324-G0735,3,CLE,31.0,23,0,118.0,1.2916666666666667,0.893
S2324-G0735,4,BKN,26.0,21,0,95.0,1.1818181818181819,0.8040909090909091
S2324-G0735,4,CLE,28.0,24,0,118.0,1.12,0.79
S2324-G0736,1,DAL,28.0,27,0,122.0,1.0,0.722
S2324-G0736,1,NYK,22.0,27,0,108.0,0.7857142857142857,0.5794285714285714
S2324-G0736,2,DAL,31.0,18,0,122.0,1.631578947368421,1.1009473684210525
S2324-G0736,2,NYK,26.0,19,0,108.0,1.3,0.888
S2324-G0736,3,DAL,28.0,22,0,122.0,1.2173913043478262,0.8524347826086957
S2324-G0736,3,NYK,23.0,22,0,108.0,1.0,0.708
S2324-G0736,4,DAL,35.0,20,0,122.0,1.6666666666666667,1.1219999999999999
S2324-G0736,4,NYK,37.0,24,0,108.0,1.48,0.996
S2324-G0737,1,CHI,27.0,21,0,118.0,1.2272727272727273,0.8543636363636363
S2324-G0737,1,MEM,31.0,25,0,110.0,1.1923076923076923,0.8253846153846154
S2324-G0737,2,CHI,25.0,23,0,118.0,1.0416666666666667,0.743
S2324-G0737,2,MEM,25.0,25,0,110.0,0.9615384615384616,0.6869230769230769
S2324-G0737,3,CHI,28.0,21,0,118.0,1.2727272727272727,0.8816363636363636
S2324-G0737,3,MEM,25.0,19,0,110.0,1.25,0.86
S2324-G0737,4,CHI,38.0,24,0,118.0,1.52,1.0299999999999998
S2324-G0737,4,MEM,29.0,26,0,110.0,1.0740740740740742,0.7544444444444445
S2324-G0738,1,MIL,26.0,24,0,105.0,1.04,0.729
S2324-G0738,1,MIN,30.0,23,0,129.0,1.25,0.879
S2324-G0738,2,MIL,27.0,22,0,105.0,1.173913043478261,0.8093478260869565
S2324-G0738,2,MIN,33.0,23,0,129.0,1.375,0.954
S2324-G0738,3,MIL,22.0,20,0,105.0,1.0476190476190477,0.7335714285714285
S2324-G0738,3,MIN,39.0,20,0,129.0,1.8571428571428572,1.2432857142857143
S2324-G0738,4,MIL,30.0,24,0,105.0,1.2,0.825
S2324-G0738,4,MIN,27.0,25,0,129.0,1.0384615384615385,0.7520769230769231
S2324-G0739,1,PHX,40.0,26,0,129.0,1.4814814814814814,1.0178888888888888
S2324-G0739,1,UTA,28.0,24,0,115.0,1.12,0.787
S2324-G0739,2,PHX,35.0,24,0,129.0,1.4,0.969
S2324-G0739,2,UTA,38.0,25,0,115.0,1.4615384615384615,0.9919230769230768
S2324-G0739,3,PHX,34.0,28,0,129.0,1.1724137931034482,0.8324482758620689
S2324-G0739,3,UTA,24.0,27,0,115.0,0.8571428571428571,0.6292857142857142
S2324-G0739,4,PHX,20.0,24,0,129.0,0.8,0.609
S2324-G0739,4,UTA,25.0,23,0,115.0,1.0416666666666667,0.74
S2324-G0740,1,DEN,29.0,23,0,114.0,1.2083333333333333,0.839
S2324-G0740,1,LAL,23.0,28,0,106.0,0.7931034482758621,0.5818620689655173
S2324-G0740,2,DEN,30.0,24,0,114.0,1.2,0.834
S2324-G0740,2,LAL,26.0,24,0,106.0,1.04,0.73
S2324-G0740,3,DEN,24.0,23,0,114.0,1.0,0.714
S2324-G0740,3,LAL,30.0,21,0,106.0,1.3636363636363635,0.9241818181818181
S2324-G0740,4,DEN,31.0,20,0,114.0,1.4761904761904763,0.9997142857142858
S2324-G0740,4,LAL,27.0,23,0,106.0,1.125,0.7809999999999999
S2324-G0741,1,DET,25.0,25,0,128.0,0.9615384615384616,0.7049230769230769
S2324-G0741,1,POR,30.0,24,0,122.0,1.2,0.842
S2324-G0741,2,DET,31.0,26,0,128.0,1.1481481481481481,0.8168888888888889
S2324-G0741,2,POR,41.0,25,0,122.0,1.5769230769230769,1.0681538461538462
S2324-G0741,3,DET,28.0,23,0,128.0,1.1666666666666667,0.8280000000000001
S2324-G0741,3,POR,26.0,25,0,122.0,1.0,0.722
S2324-G0741,4,DET,36.0,20,0,128.0,1.7142857142857142,1.1565714285714286
S2324-G0741,4,POR,23.0,18,0,122.0,1.2105263157894737,0.8483157894736841
S2324-G0741,5,DET,8.0,6,0,128.0,1.1428571428571428,0.8137142857142856
S2324-G0741,5,POR,2.0,7,0,122.0,0.25,0.272
S2324-G0742,1,ATL,37.0,25,0,127.0,1.4230769230769231,0.9808461538461538
S2324-G0742,1,PHI,26.0,26,0,121.0,0.9629629629629629,0.6987777777777777
S2324-G0742,2,ATL,36.0,24,0,127.0,1.44,0.991
S2324-G0742,2,PHI,30.0,26,0,121.0,1.1111111111111112,0.7876666666666666
S2324-G0742,3,ATL,30.0,23,0,127.0,1.25,0.877
S2324-G0742,3,PHI,30.0,24,0,121.0,1.2,0.841
S2324-G0742,4,ATL,24.0,17,0,127.0,1.3333333333333333,0.9269999999999999
S2324-G0742,4,PHI,35.0,17,0,121.0,1.9444444444444444,1.2876666666666665
S2324-G0743,1,BOS,31.0,29,0,133.0,1.0333333333333334,0.753
S2324-G0743,1,WAS,35.0,27,0,129.0,1.25,0.879
S2324-G0743,2,BOS,33.0,24,0,133.0,1.32,0.925
S2324-G0743,2,WAS,36.0,25,0,129.0,1.3846153846153846,0.9597692307692307
S2324-G0743,3,BOS,36.0,28,0,133.0,1.2413793103448276,0.8778275862068966
S2324-G0743,3,WAS,16.0,27,0,129.0,0.5714285714285714,0.4718571428571428
S2324-G0743,4,BOS,33.0,22,0,133.0,1.434782608695652,0.9938695652173912
S2324-G0743,4,WAS,42.0,23,0,129.0,1.75,1.179
S2324-G0744,1,HOU,20.0,27,0,104.0,0.7142857142857143,0.5325714285714286
S2324-G0744,1,TOR,34.0,30,0,107.0,1.096774193548387,0.7650645161290321
S2324-G0744,2,HOU,29.0,25,0,104.0,1.1153846153846154,0.7732307692307692
S2324-G0744,2,TOR,27.0,24,0,107.0,1.08,0.755
S2324-G0744,3,HOU,22.0,22,0,104.0,0.9565217391304348,0.6779130434782609
S2324-G0744,3,TOR,27.0,23,0,107.0,1.125,0.7819999999999999
S2324-G0744,4,HOU,33.0,25,0,104.0,1.2692307692307692,0.8655384615384615
S2324-G0744,4,TOR,19.0,24,0,107.0,0.76,0.563
S2324-G0745,1,CHA,17.0,19,0,84.0,0.85,0.594
S2324-G0745,1,MIL,31.0,21,0,120.0,1.4090909090909092,0.9654545454545455
S2324-G0745,2,CHA,21.0,20,0,84.0,1.0,0.6839999999999999
S2324-G0745,2,MIL,35.0,22,0,120.0,1.5217391304347827,1.0330434782608697
S2324-G0745,3,CHA,25.0,24,0,84.0,1.0,0.6839999999999999
S2324-G0745,3,MIL,33.0,22,0,120.0,1.434782608695652,0.9808695652173912
S2324-G0745,4,CHA,21.0,14,0,84.0,1.4,0.9239999999999999
S2324-G0745,4,MIL,21.0,13,0,120.0,1.5,1.02
S2324-G0746,1,DEN,35.0,28,0,106.0,1.206896551724138,0.8301379310344827
S2324-G0746,1,SAC,32.0,28,0,135.0,1.103448275862069,0.7970689655172414
S2324-G0746,2,DEN,22.0,28,0,106.0,0.7586206896551724,0.5611724137931035
S2324-G0746,2,SAC,35.0,28,0,135.0,1.206896551724138,0.8591379310344828
S2324-G0746,3,DEN,29.0,28,0,106.0,1.0,0.706
S2324-G0746,3,SAC,39.0,31,0,135.0,1.21875,0.86625
S2324-G0746,4,DEN,20.0,16,0,106.0,1.1764705882352942,0.8118823529411765
S2324-G0746,4,SAC,29.0,19,0,135.0,1.45,1.005
S2324-G0747,1,LAL,36.0,26,0,139.0,1.3333333333333333,0.939
S2324-G0747,1,NOP,39.0,25,0,122.0,1.5,1.0219999999999998
S2324-G0747,2,LAL,51.0,24,0,139.0,2.04,1.363
S2324-G0747,2,NOP,35.0,24,0,122.0,1.4,0.962
S2324-G0747,3,LAL,28.0,22,0,139.0,1.2173913043478262,0.8694347826086957
S2324-G0747,3,NOP,28.0,25,0,122.0,1.0769230769230769,0.7681538461538461
S2324-G0747,4,LAL,24.0,20,0,139.0,1.1428571428571428,0.8247142857142856
S2324-G0747,4,NOP,20.0,20,0,122.0,0.9523809523809523,0.6934285714285714
S2324-G0748,1,DAL,47.0,29,0,146.0,1.5666666666666667,1.0859999999999999
S2324-G0748,1,OKC,30.0,26,0,111.0,1.1111111111111112,0.7776666666666666
S2324-G0748,2,DAL,24.0,27,0,146.0,0.8571428571428571,0.6602857142857143
S2324-G0748,2,OKC,32.0,24,0,111.0,1.28,0.879
S2324-G0748,3,DAL,39.0,22,0,146.0,1.6956521739130435,1.163391304347826
S2324-G0748,3,OKC,27.0,22,0,111.0,1.173913043478261,0.8153478260869566
S2324-G0748,4,DAL,36.0,22,0,146.0,1.565217391304348,1.0851304347826087
S2324-G0748,4,OKC,22.0,24,0,111.0,0.88,0.639
S2324-G0749,1,DET,30.0,23,0,106.0,1.25,0.856
S2324-G0749,1,LAC,31.0,25,0,112.0,1.1923076923076923,0.8273846153846154
S2324-G0749,2,DET,28.0,25,0,106.0,1.0769230769230769,0.7521538461538461
S2324-G0749,2,LAC,18.0,26,0,112.0,0.6666666666666666,0.512
S2324-G0749,3,DET,23.0,20,0,106.0,1.0952380952380953,0.7631428571428571
S2324-G0749,3,LAC,27.0,20,0,112.0,1.2857142857142858,0.8834285714285715
S2324-G0749,4,DET,25.0,19,0,106.0,1.25,0.856
S2324-G0749,4,LAC,36.0,19,0,112.0,1.8,1.1920000000000002
S2324-G0750,1,BKN,33.0,25,0,123.0,1.2692307692307692,0.8845384615384615
S2324-G0750,1,SAS,30.0,25,0,103.0,1.1538461538461537,0.7953076923076922
S2324-G0750,2,BKN,27.0,26,0,123.0,1.0,0.723
S2324-G0750,2,SAS,18.0,25,0,103.0,0.6923076923076923,0.5183846153846153
S2324-G0750,3,BKN,33.0,17,0,123.0,1.8333333333333333,1.2229999999999999
S2324-G0750,3,SAS,27.0,20,0,103.0,1.2857142857142858,0.8744285714285714
S2324-G0750,4,BKN,30.0,24,0,123.0,1.2,0.843
S2324-G0750,4,SAS,28.0,26,0,103.0,1.037037037037037,0.7252222222222221
S2324-G0751,1,CHA,25.0,26,0,115.0,0.9259259259259259,0.6705555555555556
S2324-G0751,1,MEM,28.0,26,0,106.0,1.037037037037037,0.7282222222222221
S2324-G0751,2,CHA,33.0,25,0,115.0,1.2692307692307692,0.8765384615384615
S2324-G0751,2,MEM,21.0,25,0,106.0,0.8076923076923077,0.5906153846153847
S2324-G0751,3,CHA,27.0,22,0,115.0,1.173913043478261,0.8193478260869566
S2324-G0751,3,MEM,27.0,20,0,106.0,1.2857142857142858,0.8774285714285714
S2324-G0751,4,CHA,30.0,25,0,115.0,1.1538461538461537,0.8073076923076922
S2324-G0751,4,MEM,30.0,27,0,106.0,1.0714285714285714,0.7488571428571428
S2324-G0752,1,CHI,24.0,24,0,108.0,0.96,0.6839999999999999
S2324-G0752,1,ORL,26.0,23,0,114.0,1.0833333333333333,0.7639999999999999
S2324-G0752,2,CHI,26.0,21,0,108.0,1.1818181818181819,0.8170909090909091
S2324-G0752,2,ORL,26.0,21,0,114.0,1.1818181818181819,0.8230909090909091
S2324-G0752,3,CHI,36.0,26,0,108.0,1.3333333333333333,0.9079999999999999
S2324-G0752,3,ORL,28.0,23,0,114.0,1.1666666666666667,0.8140000000000001
S2324-G0752,4,CHI,15.0,17,0,108.0,0.8333333333333334,0.608
S2324-G0752,4,ORL,21.0,15,0,114.0,1.3125,0.9015
S2324-G0752,5,CHI,7.0,9,0,108.0,0.7,0.528
S2324-G0752,5,ORL,13.0,9,0,114.0,1.3,0.894
S2324-G0753,1,PHI,33.0,23,0,119.0,1.375,0.944
S2324-G0753,1,WAS,26.0,27,0,113.0,0.9285714285714286,0.6701428571428572
S2324-G0753,2,PHI,26.0,27,0,119.0,0.9285714285714286,0.6761428571428572
S2324-G0753,2,WAS,30.0,24,0,113.0,1.2,0.833
S2324-G0753,3,PHI,31.0,23,0,119.0,1.2916666666666667,0.894
S2324-G0753,3,WAS,24.0,24,0,113.0,0.96,0.689
S2324-G0753,4,PHI,29.0,24,0,119.0,1.16,0.815
S2324-G0753,4,WAS,33.0,23,0,113.0,1.375,0.938
S2324-G0754,1,ATL,19.0,25,0,122.0,0.7307692307692307,0.5604615384615383
S2324-G0754,1,HOU,31.0,21,0,113.0,1.4090909090909092,0.9584545454545454
S2324-G0754,2,ATL,38.0,19,0,122.0,1.9,1.262
S2324-G0754,2,HOU,18.0,24,0,113.0,0.72,0.5449999999999999
S2324-G0754,3,ATL,38.0,27,0,122.0,1.3571428571428572,0.9362857142857143
S2324-G0754,3,HOU,35.0,27,0,113.0,1.25,0.863
S2324-G0754,4,ATL,27.0,23,0,122.0,1.125,0.7969999999999999
S2324-G0754,4,HOU,29.0,27,0,113.0,1.0357142857142858,0.7344285714285714
S2324-G0755,1,IND,26.0,19,0,125.0,1.3,0.905
S2324-G0755,1,NYK,27.0,18,0,111.0,1.4210526315789473,0.9636315789473684
S2324-G0755,2,IND,35.0,27,0,125.0,1.25,0.875
S2324-G0755,2,NYK,31.0,24,0,111.0,1.24,0.855
S2324-G0755,3,IND,30.0,22,0,125.0,1.3043478260869565,0.907608695652174
S2324-G0755,3,NYK,24.0,20,0,111.0,1.1428571428571428,0.7967142857142856
S2324-G0755,4,IND,34.0,26,0,125.0,1.2592592592592593,0.8805555555555555
S2324-G0755,4,NYK,29.0,24,0,111.0,1.16,0.8069999999999999
S2324-G0756,1,CLE,30.0,23,0,119.0,1.25,0.869
S2324-G0756,1,TOR,24.0,24,0,95.0,0.96,0.6709999999999999
S2324-G0756,2,CLE,37.0,24,0,119.0,1.48,1.0070000000000001
S2324-G0756,2,TOR,23.0,21,0,95.0,1.0454545454545454,0.7222727272727272
S2324-G0756,3,CLE,28.0,17,0,119.0,1.5555555555555556,1.0523333333333333
S2324-G0756,3,TOR,26.0,19,0,95.0,1.3,0.875
S2324-G0756,4,CLE,24.0,23,0,119.0,1.0,0.719
S2324-G0756,4,TOR,22.0,24,0,95.0,0.88,0.623
S2324-G0757,1,GSW,33.0,26,0,113.0,1.2222222222222223,0.8463333333333334
S2324-G0757,1,PHX,28.0,24,0,112.0,1.12,0.784
S2324-G0757,2,GSW,26.0,24,0,113.0,1.04,0.737
S2324-G0757,2,PHX,30.0,22,0,112.0,1.3043478260869565,0.8946086956521739
S2324-G0757,3,GSW,25.0,24,0,113.0,1.0,0.713
S2324-G0757,3,PHX,24.0,25,0,112.0,0.9230769230769231,0.6658461538461539
S2324-G0757,4,GSW,29.0,24,0,113.0,1.16,0.8089999999999999
S2324-G0757,4,PHX,30.0,25,0,112.0,1.1538461538461537,0.8043076923076922
S2324-G0758,1,NOP,29.0,23,0,93.0,1.2083333333333333,0.818
S2324-G0758,1,POR,24.0,24,0,84.0,0.96,0.6599999999999999
S2324-G0758,2,NOP,18.0,20,0,93.0,0.8571428571428571,0.6072857142857142
S2324-G0758,2,POR,16.0,21,0,84.0,0.7272727272727273,0.5203636363636364
S2324-G0758,3,NOP,17.0,21,0,93.0,0.7727272727272727,0.5566363636363636
S2324-G0758,3,POR,23.0,22,0,84.0,1.0,0.6839999999999999
S2324-G0758,4,NOP,29.0,20,0,93.0,1.380952380952381,0.9215714285714285
S2324-G0758,4,POR,21.0,19,0,84.0,1.05,0.714
S2324-G0759,1,BOS,26.0,19,0,110.0,1.3,0.89
S2324-G0759,1,MIA,22.0,20,0,106.0,1.0476190476190477,0.7345714285714285
S2324-G0759,2,BOS,33.0,20,0,110.0,1.5714285714285714,1.052857142857143
S2324-G0759,2,MIA,28.0,20,0,106.0,1.3333333333333333,0.9059999999999999
S2324-G0759,3,BOS,27.0,19,0,110.0,1.35,0.92
S2324-G0759,3,MIA,29.0,22,0,106.0,1.2608695652173914,0.8625217391304347
S2324-G0759,4,BOS,24.0,20,0,110.0,1.1428571428571428,0.7957142857142856
S2324-G0759,4,MIA,27.0,19,0,106.0,1.35,0.916
S2324-G0760,1,OKC,29.0,24,0,127.0,1.16,0.823
S2324-G0760,1,SAC,27.0,26,0,113.0,1.0,0.713
S2324-G0760,2,OKC,38.0,31,0,127.0,1.1875,0.8395
S2324-G0760,2,SAC,30.0,30,0,113.0,0.967741935483871,0.6936451612903226
S2324-G0760,3,OKC,33.0,23,0,127.0,1.375,0.952
S2324-G0760,3,SAC,26.0,21,0,113.0,1.1818181818181819,0.8220909090909091
S2324-G0760,4,OKC,27.0,21,0,127.0,1.2272727272727273,0.8633636363636363
S2324-G0760,4,SAC,30.0,23,0,113.0,1.25,0.863
S2324-G0761,1,CHA,25.0,28,0,111.0,0.8620689655172413,0.6282413793103447
S2324-G0761,1,IND,24.0,29,0,102.0,0.8,0.582
S2324-G0761,2,CHA,23.0,20,0,111.0,1.0952380952380953,0.7681428571428571
S2324-G0761,2,IND,25.0,24,0,102.0,1.0,0.702
S2324-G0761,3,CHA,33.0,25,0,111.0,1.2692307692307692,0.8725384615384615
S2324-G0761,3,IND,31.0,26,0,102.0,1.1481481481481481,0.7908888888888889
S2324-G0761,4,CHA,30.0,19,0,111.0,1.5,1.011
S2324-G0761,4,IND,22.0,23,0,102.0,0.9166666666666666,0.6519999999999999
S2324-G0762,1,CLE,33.0,27,0,121.0,1.1785714285714286,0.8281428571428572
S2324-G0762,1,PHI,34.0,27,0,123.0,1.2142857142857142,0.8515714285714285
S2324-G0762,2,CLE,29.0,21,0,121.0,1.3181818181818181,0.9119090909090909
S2324-G0762,2,PHI,32.0,23,0,123.0,1.3333333333333333,0.9229999999999999
S2324-G0762,3,CLE,30.0,21,0,121.0,1.3636363636363635,0.9391818181818181
S2324-G0762,3,PHI,25.0,19,0,123.0,1.25,0.873
S2324-G0762,4,CLE,29.0,25,0,121.0,1.1153846153846154,0.7902307692307692
S2324-G0762,4,PHI,32.0,24,0,123.0,1.28,0.891
S2324-G0763,1,ATL,33.0,23,0,126.0,1.375,0.951
S2324-G0763,1,CHI,26.0,20,0,136.0,1.2380952380952381,0.8788571428571429
S2324-G0763,2,ATL,26.0,24,0,126.0,1.04,0.75
S2324-G0763,2,CHI,34.0,24,0,136.0,1.36,0.9520000000000001
S2324-G0763,3,ATL,33.0,23,0,126.0,1.375,0.951
S2324-G0763,3,CHI,37.0,25,0,136.0,1.4230769230769231,0.9898461538461538
S2324-G0763,4,ATL,34.0,29,0,126.0,1.1333333333333333,0.8059999999999999
S2324-G0763,4,CHI,39.0,24,0,136.0,1.56,1.072
S2324-G0764,1,SAS,34.0,27,0,122.0,1.2142857142857142,0.8505714285714285
S2324-G0764,1,TOR,28.0,29,0,99.0,0.9333333333333333,0.6589999999999999
S2324-G0764,2,SAS,33.0,29,0,122.0,1.1,0.782
S2324-G0764,2,TOR,22.0,31,0,99.0,0.6875,0.5115
