game_id,playerNameI,period,y_true_drop,y_pred_drop,severity,reason
S2324-G0193,B. Bogdanovic,2,3.8923076923076927,9.68099238286155,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0193,D. DiVincenzo,2,13.244444444444444,7.945166800450647,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0193,I. Quickley,2,13.255000000000004,10.710732679900683,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0193,J. Randle,1,32.885,26.659776831383432,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0193,Q. Grimes,3,15.273333333333332,10.364595938235816,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0193,S. Bey,2,13.316666666666666,13.287406233514238,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0197,A. Edwards,2,18.26666666666667,10.017520593537924,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0197,D. Booker,1,8.674999999999997,13.928144724660225,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0197,D. Eubanks,2,28.96111111111111,22.18489100105417,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0197,K. Durant,2,1.0857142857142854,9.16535884091708,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0197,K. Durant,3,15.389177489177488,8.519031920308866,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0197,K. Towns,1,25.674242424242426,16.906941922738635,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0197,K. Towns,3,22.847619047619048,11.559810599723807,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0199,D. Mitchell,2,6.528373518466399,9.810269270000466,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0199,D. Reath,3,12.273333333333332,8.38145582978011,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0200,J. Butler,3,32.17727272727272,24.599119575574186,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0200,L. Walker IV,2,-13.877499999999998,8.904170250104517,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0200,L. Walker IV,3,22.640833333333333,20.389391288283836,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0209,B. Brown,2,17.8468253968254,13.39878939549802,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0209,F. Wagner,2,15.4875,14.834225438467383,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0209,J. Nwora,3,-3.4244444444444433,10.723017619201356,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0209,P. Banchero,2,8.628406593406591,13.215858254216435,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0210,A. Gordon,2,5.018181818181821,10.238114348059003,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0210,J. Allen,3,29.362357250592545,20.351215494728883,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0210,M. Porter Jr.,1,16.386324786324785,10.624328140262898,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0211,C. Cunningham,1,1.336363636363636,10.433025996238174,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0211,C. Cunningham,2,9.640476190476193,11.270142315660928,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0211,D. Schroder,1,20.467307692307692,14.789948267842224,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0211,S. Barnes,2,13.495238095238095,10.41943246152336,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0219,D. Lillard,1,22.2175,13.32211741093117,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0219,G. Antetokounmpo,1,2.3454751131221734,10.577769817600124,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0219,G. Antetokounmpo,3,15.345079365079371,13.500691701633937,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0219,J. Poole,1,1.3285714285714292,8.89801225822512,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0219,J. Poole,2,12.785844155844154,8.230944733808679,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0219,K. Kuzma,3,17.621212121212125,16.966863907929753,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0219,K. Middleton,2,14.87952380952381,10.437658024883833,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0221,A. Edwards,3,7.690357142857142,12.857227241549875,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0221,I. Quickley,2,6.911558441558441,10.22962007182045,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0221,J. Brunson,1,15.036507936507938,10.813315894787928,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0221,J. Randle,2,12.972380952380956,11.555397791282685,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0221,R. Barrett,1,9.438536463536463,9.480837229817874,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0232,A. Edwards,1,13.138039215686277,19.281833023065353,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0232,A. Edwards,3,26.8875,13.664362804422437,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0232,D. Melton,2,14.799545454545456,10.086467780829537,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0232,M. Morris Sr.,3,22.64444444444444,10.634894155925664,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0232,T. Maxey,3,19.675238095238093,10.884026534590935,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0234,A. Caruso,3,8.844444444444443,8.147500767647069,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0234,C. White,2,23.626666666666665,16.71375708114287,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0234,D. DeRozan,3,5.381372549019609,11.602518357028268,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0234,S. Gilgeous-Alexander,1,9.993333333333334,12.10426981801933,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0234,S. Gilgeous-Alexander,3,14.669206349206352,15.243290075450844,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0241,C. Capela,2,2.6401515151515156,9.237228008898413,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0241,D. Murray,1,21.937878787878788,12.385780099871852,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0241,S. Bey,2,7.988095238095239,10.94159799700459,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0241,T. Young,3,12.003333333333336,9.903614053978185,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0244,K. Irving,1,25.80302197802198,16.163906534815602,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0244,K. Irving,3,0.1022755022755035,8.253702123118117,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0244,L. Doncic,2,19.95,19.63874639547068,HIGH,Predicted next-period drop in performance (fatigue risk).
S2324-G0244,P. George,2,8.935897435897438,8.24531262901569,HIGH,Predicted next-period drop in performance (fatigue risk).
